context,comparison,gene,l2fc_12h_RMC2C,qval_12h_RMC2C,l2fc_48h_RMC2C,qval_48h_RMC2C,l2fc_12h_RMC219,qval_12h_RMC219,l2fc_48h_RMC219,qval_48h_RMC219,mean_l2fc_48h,probe_id,log2fc,pvalue,qvalue,t_stat,gene_annotation_raw,gene_symbol,log2FC_disease_state
Penile SCC,tumor vs normal penis,--- // --- // linc-SLITRK6-10 chr13:-:91508605-91510193 // --- // ---,,,,,,,,,,TC13001625.hg.1,1.272083333333334,9.742877629980736e-06,4.853685286590476e-05,6.274965556881367,--- // --- // linc-SLITRK6-10 chr13:-:91508605-91510193 // --- // ---,---,1.272083333333334
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:1:231031178:231031250:-1 gene:ENSG00000238985 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC01003960.hg.1,1.2720833333333337,8.018141376091928e-06,4.140785032462035e-05,6.537401291781014,--- // --- // ncrna:snoRNA chromosome:GRCh37:1:231031178:231031250:-1 gene:ENSG00000238985 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.2720833333333337
Penile SCC,tumor vs normal penis,--- // --- // accn=AK130883 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=4128 cpcScore=-1.2863700 cnci=-0.3872057 // --- // ---,,,,,,,,,,TC09002413.hg.1,1.2720833333333332,1.9130715197080387e-06,1.3568521540052982e-05,6.630876826899397,--- // --- // accn=AK130883 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=4128 cpcScore=-1.2863700 cnci=-0.3872057 // --- // ---,---,1.2720833333333332
Penile SCC,tumor vs normal penis,NR_040097 // LOC100506123 // uncharacterized LOC100506123 // 2q11 // 100506123,,,,,,,,,,TC02000590.hg.1,1.2718749999999988,0.001528398195793,0.0035654704586144,4.104135695070731,NR_040097 // LOC100506123 // uncharacterized LOC100506123 // 2q11 // 100506123,LOC100506123,1.2718749999999988
Penile SCC,tumor vs normal penis,--- // --- // accn=AF088018 class=mRNAlike lncRNA name=NULL ref=H-invitational v7.5 transcriptId=HIT000067566 cpcScore=-1.2972000 cnci=-0.5922324 // --- // ---,,,,,,,,,,TC02004307.hg.1,1.2716666666666665,3.0085273677499844e-08,9.013302399708114e-07,8.794490721528762,--- // --- // accn=AF088018 class=mRNAlike lncRNA name=NULL ref=H-invitational v7.5 transcriptId=HIT000067566 cpcScore=-1.2972000 cnci=-0.5922324 // --- // ---,---,1.2716666666666665
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc003gnd.3 cpcScore=1.5124400 cnci=-0.3846494 // --- // ---,,,,,,,,,,TC04002471.hg.1,1.271666666666666,7.948871165251015e-08,1.6277494945773837e-06,8.27925805276222,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc003gnd.3 cpcScore=1.5124400 cnci=-0.3846494 // --- // ---,---,1.271666666666666
Penile SCC,tumor vs normal penis,NR_029691 // MIR9-1 // microRNA 9-1 // 1q22 // 407046 /// ENST00000385198 // MIR9-1 // microRNA 9-1 // 1q22 // 407046,,,,,,,,,,TC01003339.hg.1,1.2716666666666656,6.396982329695449e-07,6.195860911641914e-06,7.168222868647988,NR_029691 // MIR9-1 // microRNA 9-1 // 1q22 // 407046 /// ENST00000385198 // MIR9-1 // microRNA 9-1 // 1q22 // 407046,MIR9-1,1.2716666666666656
Penile SCC,tumor vs normal penis,--- // --- // accn=AK126410 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=1416 cpcScore=-1.1930700 cnci=-0.3828134 // --- // ---,,,,,,,,,,TC02003655.hg.1,1.2714583333333342,0.000605599063864,0.0016087051486808,4.103809130659766,--- // --- // accn=AK126410 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=1416 cpcScore=-1.1930700 cnci=-0.3828134 // --- // ---,---,1.2714583333333342
Penile SCC,tumor vs normal penis,--- // --- // accn=NR_037933 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_037933 cpcScore=4.5807200 cnci=-0.3281244 // --- // ---,,,,,,,,,,TC14002068.hg.1,1.2714583333333334,0.0014742951247766,0.00345537280251,3.7792255798562673,--- // --- // accn=NR_037933 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_037933 cpcScore=4.5807200 cnci=-0.3281244 // --- // ---,---,1.2714583333333334
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snRNA chromosome:GRCh37:2:24268705:24268808:1 gene:ENSG00000222940 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---,,,,,,,,,,TC02000134.hg.1,1.2712499999999989,2.8482508404348183e-06,1.835624000313823e-05,6.752575211119451,--- // --- // ncrna:snRNA chromosome:GRCh37:2:24268705:24268808:1 gene:ENSG00000222940 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---,---,1.2712499999999989
Penile SCC,tumor vs normal penis,"NM_001017975 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000294696 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000370421 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000370424 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000370425 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000462405 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000541820 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// OTTHUMT00000316716 // HFM1 // NULL // --- // --- /// OTTHUMT00000027924 // HFM1 // NULL // --- // --- /// OTTHUMT00000027921 // HFM1 // NULL // --- // --- /// OTTHUMT00000027925 // HFM1 // NULL // --- // --- /// OTTHUMT00000316719 // HFM1 // NULL // --- // --- /// OTTHUMT00000316720 // HFM1 // NULL // --- // --- /// OTTHUMT00000316721 // HFM1 // NULL // --- // --- /// OTTHUMT00000316722 // HFM1 // NULL // --- // --- /// OTTHUMT00000316723 // HFM1 // NULL // --- // ---",,,,,,,,,,TC01002862.hg.1,1.2712499999999989,1.0766686013080974e-08,4.9764050177367e-07,9.570434872099453,"NM_001017975 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000294696 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000370421 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000370424 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000370425 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000462405 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// ENST00000541820 // HFM1 // HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) // 1p22.2 // 164045 /// OTTHUMT00000316716 // HFM1 // NULL // --- // --- /// OTTHUMT00000027924 // HFM1 // NULL // --- // --- /// OTTHUMT00000027921 // HFM1 // NULL // --- // --- /// OTTHUMT00000027925 // HFM1 // NULL // --- // --- /// OTTHUMT00000316719 // HFM1 // NULL // --- // --- /// OTTHUMT00000316720 // HFM1 // NULL // --- // --- /// OTTHUMT00000316721 // HFM1 // NULL // --- // --- /// OTTHUMT00000316722 // HFM1 // NULL // --- // --- /// OTTHUMT00000316723 // HFM1 // NULL // --- // ---",HFM1,1.2712499999999989
Penile SCC,tumor vs normal penis,--- // --- // accn=AF086551 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2980 cpcScore=-1.3711300 cnci=-0.4325796 // --- // ---,,,,,,,,,,TC17002513.hg.1,1.2710416666666675,3.081057953481321e-05,0.0001260191892687,5.552535888414177,--- // --- // accn=AF086551 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2980 cpcScore=-1.3711300 cnci=-0.4325796 // --- // ---,---,1.2710416666666675
Penile SCC,tumor vs normal penis,OTTHUMT00000053047 // OTTHUMG00000020214 // NULL // --- // --- /// OTTHUMT00000053047 // RP11-100G15.10 // NULL // --- // ---,,,,,,,,,,TC09001330.hg.1,1.271041666666667,1.061013974792184e-06,8.82801277596927e-06,7.1999631621387294,OTTHUMT00000053047 // OTTHUMG00000020214 // NULL // --- // --- /// OTTHUMT00000053047 // RP11-100G15.10 // NULL // --- // ---,OTTHUMG00000020214,1.271041666666667
Penile SCC,tumor vs normal penis,OTTHUMT00000376384 // OTTHUMG00000163916 // NULL // --- // --- /// OTTHUMT00000376384 // RP11-566H8.3 // NULL // --- // ---,,,,,,,,,,TC08000247.hg.1,1.270833333333334,2.031718090352502e-05,8.924018421056574e-05,5.703200568614668,OTTHUMT00000376384 // OTTHUMG00000163916 // NULL // --- // --- /// OTTHUMT00000376384 // RP11-566H8.3 // NULL // --- // ---,OTTHUMG00000163916,1.270833333333334
Penile SCC,tumor vs normal penis,--- // --- // ncrna:misc_RNA chromosome:GRCh37:4:27224941:27225049:-1 gene:ENSG00000222206 gene_biotype:misc_RNA transcript_biotype:misc_RNA // --- // ---,,,,,,,,,,TC04001099.hg.1,1.2708333333333337,4.029226062046107e-09,2.929426646465115e-07,10.10173044188518,--- // --- // ncrna:misc_RNA chromosome:GRCh37:4:27224941:27225049:-1 gene:ENSG00000222206 gene_biotype:misc_RNA transcript_biotype:misc_RNA // --- // ---,---,1.2708333333333337
Penile SCC,tumor vs normal penis,--- // --- // ncrna:miRNA chromosome:GRCh37:9:139588588:139588714:1 gene:ENSG00000221693 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---,,,,,,,,,,TC09000819.hg.1,1.2708333333333326,9.25562228859202e-07,7.998639133658075e-06,6.965184197298856,--- // --- // ncrna:miRNA chromosome:GRCh37:9:139588588:139588714:1 gene:ENSG00000221693 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---,---,1.2708333333333326
Penile SCC,tumor vs normal penis,OTTHUMT00000258024 // OTTHUMG00000133715 // NULL // --- // --- /// OTTHUMT00000258024 // XXbac-BPG299F13.14 // NULL // --- // ---,,,,,,,,,,TC6_cox_hap2000155.hg.1,1.270833333333332,0.000478981695656,0.0013163224786041,4.322986801186422,OTTHUMT00000258024 // OTTHUMG00000133715 // NULL // --- // --- /// OTTHUMT00000258024 // XXbac-BPG299F13.14 // NULL // --- // ---,OTTHUMG00000133715,1.270833333333332
Penile SCC,tumor vs normal penis,OTTHUMT00000309926 // OTTHUMG00000148962 // NULL // --- // --- /// OTTHUMT00000309926 // XXbac-BPG299F13.14 // NULL // --- // ---,,,,,,,,,,TC6_dbb_hap3000144.hg.1,1.270833333333332,0.000478981695656,0.0013163224786041,4.322986801186422,OTTHUMT00000309926 // OTTHUMG00000148962 // NULL // --- // --- /// OTTHUMT00000309926 // XXbac-BPG299F13.14 // NULL // --- // ---,OTTHUMG00000148962,1.270833333333332
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:4:68612954:68613104:1 gene:ENSG00000202374 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC04000365.hg.1,1.270625,1.1455589108787234e-05,5.540957104349146e-05,6.284022715371511,--- // --- // ncrna:snoRNA chromosome:GRCh37:4:68612954:68613104:1 gene:ENSG00000202374 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.270625
Penile SCC,tumor vs normal penis,OTTHUMT00000371166 // OTTHUMG00000162955 // NULL // --- // --- /// OTTHUMT00000371166 // RP11-2N5.1 // NULL // --- // ---,,,,,,,,,,TC05000559.hg.1,1.2706249999999994,4.9715833868423053e-08,1.2324562516398208e-06,8.803858069142207,OTTHUMT00000371166 // OTTHUMG00000162955 // NULL // --- // --- /// OTTHUMT00000371166 // RP11-2N5.1 // NULL // --- // ---,OTTHUMG00000162955,1.2706249999999994
Penile SCC,tumor vs normal penis,--- // --- // linc-ZNF582 chr19:-:56910270-56915279 // --- // ---,,,,,,,,,,TC19002591.hg.1,1.270624999999999,1.5788488903415285e-07,2.4645517306283567e-06,8.08064104635578,--- // --- // linc-ZNF582 chr19:-:56910270-56915279 // --- // ---,---,1.270624999999999
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:20:34708884:34708994:1 gene:ENSG00000239089 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC20000265.hg.1,1.2704166666666683,3.956818488210094e-05,0.0001556179609038,5.30072361656148,--- // --- // ncrna:snoRNA chromosome:GRCh37:20:34708884:34708994:1 gene:ENSG00000239089 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.2704166666666683
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snoRNA chromosome:GRCh37:4:57860241:57860336:1 gene:ENSG00000238579 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,,,,,,,,,,TC04000337.hg.1,1.2704166666666676,7.520765388494612e-05,0.000267366278049,5.050376905408171,--- // --- // ncrna:snoRNA chromosome:GRCh37:4:57860241:57860336:1 gene:ENSG00000238579 gene_biotype:snoRNA transcript_biotype:snoRNA // --- // ---,---,1.2704166666666676
Penile SCC,tumor vs normal penis,"NM_001003683 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// NM_005019 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000331935 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000346717 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000351439 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000358139 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000409365 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000410103 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000435564 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000456212 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000482538 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000536095 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// BC022480 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// OTTHUMT00000334355 // PDE1A // NULL // --- // --- /// OTTHUMT00000334356 // PDE1A // NULL // --- // --- /// OTTHUMT00000255807 // PDE1A // NULL // --- // --- /// OTTHUMT00000334357 // PDE1A // NULL // --- // --- /// OTTHUMT00000334358 // PDE1A // NULL // --- // --- /// OTTHUMT00000334359 // PDE1A // NULL // --- // --- /// OTTHUMT00000334360 // PDE1A // NULL // --- // ---",,,,,,,,,,TC02002590.hg.1,1.2702083333333327,1.2535083738509618e-07,2.1270536164374e-06,8.932447910818919,"NM_001003683 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// NM_005019 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000331935 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000346717 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000351439 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000358139 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000409365 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000410103 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000435564 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000456212 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000482538 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// ENST00000536095 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// BC022480 // PDE1A // phosphodiesterase 1A, calmodulin-dependent // 2q32.1 // 5136 /// OTTHUMT00000334355 // PDE1A // NULL // --- // --- /// OTTHUMT00000334356 // PDE1A // NULL // --- // --- /// OTTHUMT00000255807 // PDE1A // NULL // --- // --- /// OTTHUMT00000334357 // PDE1A // NULL // --- // --- /// OTTHUMT00000334358 // PDE1A // NULL // --- // --- /// OTTHUMT00000334359 // PDE1A // NULL // --- // --- /// OTTHUMT00000334360 // PDE1A // NULL // --- // ---",PDE1A,1.2702083333333327
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000052799 cpcScore=-1.1187900 cnci=-0.2810208 // --- // ---,,,,,,,,,,TC09002029.hg.1,1.270000000000001,6.981351468073149e-06,3.708012442473208e-05,6.353243629448502,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000052799 cpcScore=-1.1187900 cnci=-0.2810208 // --- // ---,---,1.270000000000001
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snRNA chromosome:GRCh37:9:134002377:134002478:1 gene:ENSG00000252622 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---,,,,,,,,,,TC09000747.hg.1,1.2700000000000005,4.550534074617134e-06,2.646756804399189e-05,6.657904447964781,--- // --- // ncrna:snRNA chromosome:GRCh37:9:134002377:134002478:1 gene:ENSG00000252622 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---,---,1.2700000000000005
Penile SCC,tumor vs normal penis,--- // --- // accn=BC018077 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=641 cpcScore=-1.0957100 cnci=-0.3523780 // --- // ---,,,,,,,,,,TC14001637.hg.1,1.2700000000000005,5.063207910625288e-07,5.284432816514786e-06,7.269615755816914,--- // --- // accn=BC018077 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=641 cpcScore=-1.0957100 cnci=-0.3523780 // --- // ---,---,1.2700000000000005
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc003isw.3 cpcScore=-0.8188650 cnci=-0.3188688|accn=BC043512 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2734 cpcScore=-0.9450140 cnci=-0.4090214 // --- // ---,,,,,,,,,,TC04002824.hg.1,1.27,6.096689391746437e-08,1.3927511544176369e-06,8.392854363521925,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc003isw.3 cpcScore=-0.8188650 cnci=-0.3188688|accn=BC043512 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2734 cpcScore=-0.9450140 cnci=-0.4090214 // --- // ---,---,1.27
Penile SCC,tumor vs normal penis,--- // --- // [retired] ncrna:miRNA chromosome:GRCh37:4:166321814:166321889:-1 gene:ENSG00000238346 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---,,,,,,,,,,TC04001708.hg.1,1.2697916666666655,3.691511726138619e-06,2.248605482975723e-05,6.54732223948078,--- // --- // [retired] ncrna:miRNA chromosome:GRCh37:4:166321814:166321889:-1 gene:ENSG00000238346 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---,---,1.2697916666666655
Penile SCC,tumor vs normal penis,"--- // --- // DQ570416,uc021sxd.1 // --- // ---",,,,,,,,,,TC15001960.hg.1,1.2695833333333342,0.0001132835481665,0.0003779551107012,4.833652917719618,"--- // --- // DQ570416,uc021sxd.1 // --- // ---",---,1.2695833333333342
Penile SCC,tumor vs normal penis,--- // --- // linc-CDH9-3 chr5:-:27406638-27410387|linc-CDH9-3 chr5:-:27406638-27412768|linc-CDH9-3 chr5:-:27406638-27409751|linc-CDH9-3 chr5:-:27406639-27413758|linc-CDH9-3 chr5:-:27412719-27436518|linc-CDH9-3 chr5:-:27412774-27413758 // --- // ---,,,,,,,,,,TC05002934.hg.1,1.2691666666666666,3.101286272743751e-07,3.818812170420131e-06,7.835975476027511,--- // --- // linc-CDH9-3 chr5:-:27406638-27410387|linc-CDH9-3 chr5:-:27406638-27412768|linc-CDH9-3 chr5:-:27406638-27409751|linc-CDH9-3 chr5:-:27406639-27413758|linc-CDH9-3 chr5:-:27412719-27436518|linc-CDH9-3 chr5:-:27412774-27413758 // --- // ---,---,1.2691666666666666
Penile SCC,tumor vs normal penis,OTTHUMT00000041888 // OTTHUMG00000015393 // NULL // --- // --- /// OTTHUMT00000041888 // RP1-105O18.1 // NULL // --- // ---,,,,,,,,,,TC06002028.hg.1,1.269166666666666,1.4872960555815712e-08,6.069882748201712e-07,9.107815711962967,OTTHUMT00000041888 // OTTHUMG00000015393 // NULL // --- // --- /// OTTHUMT00000041888 // RP1-105O18.1 // NULL // --- // ---,OTTHUMG00000015393,1.269166666666666
Penile SCC,tumor vs normal penis,"NM_001199201 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// NM_001199202 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// NM_024687 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// BC144444 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000307529 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000392764 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000392766 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000392767 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000469220 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000455345 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// OTTHUMT00000257658 // ZBBX // NULL // --- // --- /// OTTHUMT00000257633 // ZBBX // NULL // --- // --- /// OTTHUMT00000257657 // ZBBX // NULL // --- // --- /// OTTHUMT00000350579 // ZBBX // NULL // --- // --- /// OTTHUMT00000350576 // ZBBX // NULL // --- // --- /// OTTHUMT00000350577 // ZBBX // NULL // --- // --- /// OTTHUMT00000350578 // ZBBX // NULL // --- // --- /// OTTHUMT00000350580 // ZBBX // NULL // --- // --- /// OTTHUMT00000350581 // ZBBX // NULL // --- // --- /// OTTHUMT00000350582 // ZBBX // NULL // --- // --- /// OTTHUMT00000350583 // ZBBX // NULL // --- // ---",,,,,,,,,,TC03001974.hg.1,1.2689583333333334,8.948975549666826e-08,1.7405138851322049e-06,8.985853992628705,"NM_001199201 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// NM_001199202 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// NM_024687 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// BC144444 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000307529 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000392764 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000392766 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000392767 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000469220 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// ENST00000455345 // ZBBX // zinc finger, B-box domain containing // 3q26.1 // 79740 /// OTTHUMT00000257658 // ZBBX // NULL // --- // --- /// OTTHUMT00000257633 // ZBBX // NULL // --- // --- /// OTTHUMT00000257657 // ZBBX // NULL // --- // --- /// OTTHUMT00000350579 // ZBBX // NULL // --- // --- /// OTTHUMT00000350576 // ZBBX // NULL // --- // --- /// OTTHUMT00000350577 // ZBBX // NULL // --- // --- /// OTTHUMT00000350578 // ZBBX // NULL // --- // --- /// OTTHUMT00000350580 // ZBBX // NULL // --- // --- /// OTTHUMT00000350581 // ZBBX // NULL // --- // --- /// OTTHUMT00000350582 // ZBBX // NULL // --- // --- /// OTTHUMT00000350583 // ZBBX // NULL // --- // ---",ZBBX,1.2689583333333334
Penile SCC,tumor vs normal penis,--- // --- // linc-LAMA2 chr6:+:128969665-129015458|linc-LAMA2 chr6:+:129007934-129015204|linc-LAMA2 chr6:+:129007994-129014131 // --- // ---,,,,,,,,,,TC06003045.hg.1,1.2689583333333323,1.80264037734554e-05,8.063639335015212e-05,6.031879930806175,--- // --- // linc-LAMA2 chr6:+:128969665-129015458|linc-LAMA2 chr6:+:129007934-129015204|linc-LAMA2 chr6:+:129007994-129014131 // --- // ---,---,1.2689583333333323
Penile SCC,tumor vs normal penis,--- // --- // linc-EPB41L4A chr5:-:111992122-112018667 // --- // ---,,,,,,,,,,TC05003187.hg.1,1.2687499999999998,2.0408359555115187e-08,7.293966261728233e-07,9.070433349753053,--- // --- // linc-EPB41L4A chr5:-:111992122-112018667 // --- // ---,---,1.2687499999999998
Penile SCC,tumor vs normal penis,--- // --- // [retired] ncrna:miRNA chromosome:GRCh37:11:111692163:111692236:-1 gene:ENSG00000252304 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---,,,,,,,,,,TC11002288.hg.1,1.268749999999999,0.0126036849427191,0.0223169530065799,2.755100191883661,--- // --- // [retired] ncrna:miRNA chromosome:GRCh37:11:111692163:111692236:-1 gene:ENSG00000252304 gene_biotype:miRNA transcript_biotype:miRNA // --- // ---,---,1.268749999999999
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc011jbh.1 cpcScore=0.3298490 cnci=-0.2163334 // --- // ---,,,,,,,,,,TC06002537.hg.1,1.268749999999999,2.417593416273386e-06,1.6162285735482545e-05,6.562753009345205,--- // --- // accn=NULL class=lncRNA name= ref=UCSCGeneNoncode transcriptId=uc011jbh.1 cpcScore=0.3298490 cnci=-0.2163334 // --- // ---,---,1.268749999999999
Penile SCC,tumor vs normal penis,--- // --- // ncrna:snRNA chromosome:GRCh37:9:111958481:111958589:-1 gene:ENSG00000200106 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---,,,,,,,,,,TC09001467.hg.1,1.2685416666666658,0.0018679817641,0.0042398935352138,3.6635604961738895,--- // --- // ncrna:snRNA chromosome:GRCh37:9:111958481:111958589:-1 gene:ENSG00000200106 gene_biotype:snRNA transcript_biotype:snRNA // --- // ---,---,1.2685416666666658
